run_id,model_name,feature_type,epochs,lr,batch_size,optimizer,weight_decay,cnn_conv_layers,cnn_filters,cnn_kernel,cnn_dense_layers,cnn_dense_units,cnn_dropout,fan_hidden,fan_layers,d_p_ratio,fan_activation,mlp_scenario,mlp_init_weight,mlp_dropout,kan_hidden,kan_grid,kan_k,kan_lambda,rbf_units,rbf_type,rbf_width_method,rbf_p_neighbors,rbf_fixed_width,rbf_regularization,accuracy_test,f1_score_test,precision_test,recall_test,accuracy_train,f1_score_train,precision_train,recall_train,inference_time_sec,training_time_sec,cpp_code_size_bytes
68,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,5,7,3,0.01,,,,,,,0.05930232558139535,0.008519301542557357,0.004589297263856472,0.05930232558139535,0.07712456344586728,0.014842673688718683,0.018135103884955622,0.07712456344586728,0.038698202232981836,9.738223552703857,69510
72,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,3,0.0001,,,,,,,0.7220930232558139,0.736708756235112,0.8020589853722208,0.7220930232558139,0.7319557625145519,0.7377551589820583,0.7925140663910787,0.7319557625145519,0.08347206670184468,9.409486532211304,818289
73,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,3,0.001,,,,,,,0.836046511627907,0.8356128923043356,0.8389355906054397,0.836046511627907,0.8352735739231665,0.8359577956271392,0.8403239496594583,0.8352735739231665,0.08337165838064149,9.29310393333435,454949
74,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,3,0.01,,,,,,,0.06627906976744186,0.009333026325888403,0.00501995321315536,0.06627906976744186,0.07741559953434225,0.013731562925418425,0.011211098176173846,0.07741559953434225,0.08314119854638743,9.585407495498657,157120
75,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,5,0.0001,,,,,,,0.28255813953488373,0.24946245207665105,0.2961044476976419,0.28255813953488373,0.2756111757857974,0.24160606048712585,0.30201727224689,0.2756111757857974,0.08358288310294927,10.635379314422607,433322
76,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,5,0.001,,,,,,,0.11395348837209303,0.07601935726063827,0.12327372237480223,0.11395348837209303,0.10622817229336438,0.07631863302557472,0.20885099912515884,0.10622817229336438,0.08393948521724967,10.50001859664917,463345
77,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,3,5,0.01,,,,,,,0.0872093023255814,0.06089294281529465,0.08063974747386053,0.0872093023255814,0.08527357392316648,0.06245146673472493,0.08686771857742645,0.08527357392316648,0.08368863782217337,11.067330360412598,386663
78,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,5,3,0.0001,,,,,,,0.6895348837209302,0.7062598520270554,0.7612135821177696,0.6895348837209302,0.7491268917345751,0.7596015258494582,0.7940531509177144,0.7491268917345751,0.08339283272277477,9.433088064193726,822476
79,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,5,3,0.001,,,,,,,0.7174418604651163,0.7197929975862754,0.7443829545172728,0.7174418604651163,0.7240977881257276,0.7184258238588621,0.7383405632085837,0.7240977881257276,0.08288794922274212,9.019531488418579,453102
80,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,5,3,0.01,,,,,,,0.07325581395348837,0.010192113245702728,0.005477070202129971,0.07325581395348837,0.08498253783469151,0.013429113745444398,0.007290594141639715,0.08498253783469151,0.08286274671554565,9.236955881118774,80644
83,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,5,5,0.01,,,,,,,0.07441860465116279,0.05797189939647171,0.06288297614281006,0.07441860465116279,0.07159487776484284,0.05565249811330198,0.09390965734978979,0.07159487776484284,0.08328905798668085,10.568886756896973,169246
84,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,7,3,0.0001,,,,,,,0.7348837209302326,0.7420014813067123,0.7701830590373989,0.7348837209302326,0.7424330616996507,0.751298193873723,0.7847413298128569,0.7424330616996507,0.08267295720965363,9.537394046783447,849604
85,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,7,3,0.001,,,,,,,0.8383720930232558,0.8376173876203145,0.8422984094273347,0.8383720930232558,0.8632130384167637,0.861780872191767,0.8641128162913762,0.8632130384167637,0.08276795564695846,9.045047998428345,390055
86,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,10,7,3,0.01,,,,,,,0.07674418604651163,0.01857813422194457,0.03335654527356636,0.07674418604651163,0.08789289871944121,0.02418717857117171,0.049600812745389224,0.08789289871944121,0.08269856890966726,9.683406829833984,70383
90,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,15,3,3,0.0001,,,,,,,0.8558139534883721,0.8605026489112082,0.8761621724254794,0.8558139534883721,0.869906868451688,0.8734595730467416,0.8861680914588393,0.869906868451688,0.13038910793703656,9.53730583190918,1069945
91,KAN,mfcc,100,0.001,32,LBFGS,1e-5,,,,,,,,,,,,,,15,3,3,0.001,,,,,,,0.858139534883721,0.8611291754933988,0.8790410812876214,0.858139534883721,0.8568102444703143,0.8590297141293811,0.8772489298153178,0.8568102444703143,0.13017663512119027,9.493301153182983,569968
