run_id,model_name,feature_type,epochs,lr,batch_size,optimizer,weight_decay,cnn_conv_layers,cnn_filters,cnn_kernel,cnn_dense_layers,cnn_dense_units,cnn_dropout,fan_hidden,fan_layers,d_p_ratio,fan_activation,mlp_scenario,mlp_init_weight,mlp_dropout,kan_hidden,kan_grid,kan_k,kan_lambda,rbf_units,rbf_type,rbf_width_method,rbf_p_neighbors,rbf_fixed_width,rbf_regularization,accuracy_test,f1_score_test,precision_test,recall_test,accuracy_train,f1_score_train,precision_train,recall_train,inference_time_sec,training_time_sec,cpp_code_size_bytes
0,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,0.5,0.0,0.9093023255813953,0.9092792651536723,0.9141866427494209,0.9093023255813953,0.9202561117578579,0.920331917988521,0.9218340560169584,0.9202561117578579,0.0002459284871123558,0.08331847190856934,78787
1,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,0.5,0.001,0.9069767441860465,0.9070500258984817,0.9117757928647706,0.9069767441860465,0.919091967403958,0.9191106970274358,0.9205291398670781,0.919091967403958,0.00021552845489147097,0.04890775680541992,78787
2,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,0.5,0.01,0.8965116279069767,0.8965381226916493,0.9011450147811362,0.8965116279069767,0.9121071012805588,0.9120249988075555,0.913805187962929,0.9121071012805588,0.00020191780356473702,0.048623085021972656,78759
3,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,0.5,0.1,0.8674418604651163,0.8668494927525175,0.8728468975011274,0.8674418604651163,0.8856228172293364,0.8851348081241172,0.8899978299019092,0.8856228172293364,0.00019741086072699968,0.052618980407714844,78710
4,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,1.0,0.0,0.9093023255813953,0.9092792651536723,0.9141866427494209,0.9093023255813953,0.9202561117578579,0.920331917988521,0.9218340560169584,0.9202561117578579,0.00019729830497919128,0.052429914474487305,78787
5,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,1.0,0.001,0.9069767441860465,0.9070500258984817,0.9117757928647706,0.9069767441860465,0.919091967403958,0.9191106970274358,0.9205291398670781,0.919091967403958,0.00022818487743998683,0.046629905700683594,78787
6,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,1.0,0.01,0.8965116279069767,0.8965381226916493,0.9011450147811362,0.8965116279069767,0.9121071012805588,0.9120249988075555,0.913805187962929,0.9121071012805588,0.00021921340809311977,0.052781105041503906,78759
7,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,1.0,0.1,0.8674418604651163,0.8668494927525175,0.8728468975011274,0.8674418604651163,0.8856228172293364,0.8851348081241172,0.8899978299019092,0.8856228172293364,0.00021600640097329784,0.05667281150817871,78710
8,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,2.0,0.0,0.9093023255813953,0.9092792651536723,0.9141866427494209,0.9093023255813953,0.9202561117578579,0.920331917988521,0.9218340560169584,0.9202561117578579,0.0001969706180483796,0.05343914031982422,78787
9,RBFN,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,,,,,,,,50,gaussian,p_nearest,2,2.0,0.001,0.9069767441860465,0.9070500258984817,0.9117757928647706,0.9069767441860465,0.919091967403958,0.9191106970274358,0.9205291398670781,0.919091967403958,0.00022018288457116415,0.05315709114074707,78787
