run_id,model_name,feature_type,epochs,lr,batch_size,optimizer,weight_decay,cnn_conv_layers,cnn_filters,cnn_kernel,cnn_dense_layers,cnn_dense_units,cnn_dropout,fan_hidden,fan_layers,d_p_ratio,fan_activation,mlp_scenario,mlp_init_weight,mlp_dropout,kan_hidden,kan_grid,kan_k,kan_lambda,rbf_units,rbf_type,rbf_width_method,rbf_p_neighbors,rbf_fixed_width,rbf_regularization,accuracy_test,f1_score_test,precision_test,recall_test,accuracy_train,f1_score_train,precision_train,recall_train,inference_time_sec,training_time_sec,cpp_code_size_bytes
39,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,GlorotUniform,0.0,,,,,,,,,,,0.09069767441860466,0.015084048197550454,0.008226068144943213,0.09069767441860466,0.08149010477299184,0.012280532473863142,0.006640637175913189,0.08149010477299184,4.779460818268532e-06,2.3330624103546143,223552
40,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,GlorotUniform,0.2,,,,,,,,,,,0.06627906976744186,0.008239709872942608,0.0043929150892374254,0.06627906976744186,0.08760186263096624,0.01411194040777139,0.007674086336414679,0.08760186263096624,4.5002892959949585e-06,2.5505073070526123,223529
41,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,GlorotUniform,0.5,,,,,,,,,,,0.06627906976744186,0.008239709872942608,0.0043929150892374254,0.06627906976744186,0.08760186263096624,0.01411194040777139,0.007674086336414679,0.08760186263096624,8.155578790709029e-06,2.4616005420684814,223387
42,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,HeNormal,0.0,,,,,,,,,,,0.07441860465116279,0.010309070774187053,0.005538128718226068,0.07441860465116279,0.08556461001164144,0.013488469353041599,0.00732130248644429,0.08556461001164144,1.6592269720033159e-06,2.8223586082458496,223947
43,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,HeNormal,0.2,,,,,,,,,,,0.10348837209302325,0.019410885387311002,0.010709843158464034,0.10348837209302325,0.07828870779976717,0.011368238811410185,0.006129121768957325,0.07828870779976717,4.326742748881495e-06,2.449418067932129,223199
44,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,2,HeNormal,0.5,,,,,,,,,,,0.09069767441860466,0.015084048197550454,0.008226068144943213,0.09069767441860466,0.08149010477299184,0.012280532473863142,0.006640637175913189,0.08149010477299184,7.368797479673873e-07,2.3909354209899902,223429
45,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,HeNormal,0.0,,,,,,,,,,,0.07790697674418605,0.011261634178771228,0.006069497025419146,0.07790697674418605,0.08469150174621654,0.013225235850898315,0.007172650468029397,0.08469150174621654,6.873663081679233e-06,7.027840852737427,564703
46,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,HeNormal,0.2,,,,,,,,,,,0.08139534883720931,0.012253063265816454,0.00662520281233099,0.08139534883720931,0.08381839348079162,0.012964391687684203,0.0070255230857008116,0.08381839348079162,8.319699487020804e-06,4.781044244766235,563175
47,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,HeNormal,0.5,,,,,,,,,,,0.08139534883720931,0.012253063265816454,0.00662520281233099,0.08139534883720931,0.08381839348079162,0.012964391687684203,0.0070255230857008116,0.08381839348079162,1.0301346002623092e-05,5.655945062637329,567101
48,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomNormal,0.0,,,,,,,,,,,0.09302325581395349,0.025258862075083998,0.09665313734093903,0.09302325581395349,0.08352735739231665,0.015337481758612161,0.06285418770773166,0.08352735739231665,2.0920398623444315e-05,5.710894346237183,551727
49,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomNormal,0.2,,,,,,,,,,,0.08837209302325581,0.02027181593707628,0.026663010976444232,0.08837209302325581,0.08323632130384168,0.02203711688828316,0.0722581937891543,0.08323632130384168,1.0284712148267169e-05,6.14210057258606,552113
50,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomNormal,0.5,,,,,,,,,,,0.08953488372093023,0.01471544513663101,0.008016495402920498,0.08953488372093023,0.08207217694994179,0.012949709595051526,0.04772813873183524,0.08207217694994179,7.020872692729152e-06,5.56097674369812,551802
51,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomUniform,0.0,,,,,,,,,,,0.07790697674418605,0.011261634178771228,0.006069497025419146,0.07790697674418605,0.08469150174621654,0.013225235850898315,0.007172650468029397,0.08469150174621654,6.992872371230015e-06,9.130891799926758,555393
52,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomUniform,0.2,,,,,,,,,,,0.10348837209302325,0.019534390490517643,0.010785087958172212,0.10348837209302325,0.07916181606519208,0.013124919243101036,0.15362596327172107,0.07916181606519208,7.031961928966434e-06,5.47887921333313,556329
53,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,RandomUniform,0.5,,,,,,,,,,,0.08953488372093023,0.01471544513663101,0.008016495402920498,0.08953488372093023,0.08178114086146682,0.012365079678273973,0.006688155000603078,0.08178114086146682,7.930744525998138e-06,5.689321517944336,554730
54,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,GlorotUniform,0.0,,,,,,,,,,,0.07790697674418605,0.011261634178771228,0.006069497025419146,0.07790697674418605,0.08469150174621654,0.013225235850898315,0.007172650468029397,0.08469150174621654,2.0800080410269803e-05,5.5307533740997314,564766
55,MLP,mfcc,100,0.001,32,adam,1e-5,,,,,,,,,,,3,GlorotUniform,0.2,,,,,,,,,,,0.07790697674418605,0.011261634178771228,0.006069497025419146,0.07790697674418605,0.08469150174621654,0.013225235850898315,0.007172650468029397,0.08469150174621654,7.015882536422375e-06,5.262364149093628,564533
